Shortcut,Code,B&F,Taxon,Vernacular,Taxon group,Grade,specific
recurvaria leucatella,35.157,758,Recurvaria leucatella,White-barred Groundling,Micro-moth,1,leucatella
releu,35.157,758,Recurvaria leucatella,White-barred Groundling,Micro-moth,1,leucatella
white-barred groundling,35.157,758,Recurvaria leucatella,White-barred Groundling,Micro-moth,1,leucatella
35.158,35.158,759,Coleotechnites piceaella,Spruce Groundling,Micro-moth,4,piceaella
759,35.158,759,Coleotechnites piceaella,Spruce Groundling,Micro-moth,4,piceaella
coleotechnites piceaella,35.158,759,Coleotechnites piceaella,Spruce Groundling,Micro-moth,4,piceaella
copic,35.158,759,Coleotechnites piceaella,Spruce Groundling,Micro-moth,4,piceaella
spruce groundling,35.158,759,Coleotechnites piceaella,Spruce Groundling,Micro-moth,4,piceaella
35.159,35.159,760,Exoteleia dodecella,Pine Groundling,Micro-moth,2,dodecella
760,35.159,760,Exoteleia dodecella,Pine Groundling,Micro-moth,2,dodecella
exdod,35.159,760,Exoteleia dodecella,Pine Groundling,Micro-moth,2,dodecella
exoteleia dodecella,35.159,760,Exoteleia dodecella,Pine Groundling,Micro-moth,2,dodecella
pine groundling,35.159,760,Exoteleia dodecella,Pine Groundling,Micro-moth,2,dodecella
35.16,35.16,755,Stenolechia gemmella,Black-dotted Groundling,Micro-moth,2,gemmella
755,35.16,755,Stenolechia gemmella,Black-dotted Groundling,Micro-moth,2,gemmella
black-dotted groundling,35.16,755,Stenolechia gemmella,Black-dotted Groundling,Micro-moth,2,gemmella
stenolechia gemmella,35.16,755,Stenolechia gemmella,Black-dotted Groundling,Micro-moth,2,gemmella
stgem,35.16,755,Stenolechia gemmella,Black-dotted Groundling,Micro-moth,2,gemmella
35.161,35.161,756,Parachronistis albiceps,Wood Groundling,Micro-moth,1,albiceps
756,35.161,756,Parachronistis albiceps,Wood Groundling,Micro-moth,1,albiceps
paalb2,35.161,756,Parachronistis albiceps,Wood Groundling,Micro-moth,1,albiceps
parachronistis albiceps,35.161,756,Parachronistis albiceps,Wood Groundling,Micro-moth,1,albiceps
wood groundling,35.161,756,Parachronistis albiceps,Wood Groundling,Micro-moth,1,albiceps
36.001,36.001,878,Batrachedra praeangusta,Poplar Cosmet,Micro-moth,2,praeangusta
878,36.001,878,Batrachedra praeangusta,Poplar Cosmet,Micro-moth,2,praeangusta
bapra,36.001,878,Batrachedra praeangusta,Poplar Cosmet,Micro-moth,2,praeangusta
batrachedra praeangusta,36.001,878,Batrachedra praeangusta,Poplar Cosmet,Micro-moth,2,praeangusta
poplar cosmet,36.001,878,Batrachedra praeangusta,Poplar Cosmet,Micro-moth,2,praeangusta
36.0019,36.0019,,Batrachedra confusella,,Micro-moth,Ungraded,confusella
bacon2,36.0019,,Batrachedra confusella,,Micro-moth,Ungraded,confusella
batrachedra confusella,36.0019,,Batrachedra confusella,,Micro-moth,Ungraded,confusella
36.002,36.002,879,Batrachedra pinicolella,Pine Cosmet,Micro-moth,2,pinicolella
879,36.002,879,Batrachedra pinicolella,Pine Cosmet,Micro-moth,2,pinicolella
bapin,36.002,879,Batrachedra pinicolella,Pine Cosmet,Micro-moth,2,pinicolella
batrachedra pinicolella,36.002,879,Batrachedra pinicolella,Pine Cosmet,Micro-moth,2,pinicolella
pine cosmet,36.002,879,Batrachedra pinicolella,Pine Cosmet,Micro-moth,2,pinicolella
36.0021,36.0021,879a,Batrachedra parvulipunctella,Reed Cosmet,Micro-moth,3,parvulipunctella
879a,36.0021,879a,Batrachedra parvulipunctella,Reed Cosmet,Micro-moth,3,parvulipunctella
bapar,36.0021,879a,Batrachedra parvulipunctella,Reed Cosmet,Micro-moth,3,parvulipunctella
batrachedra parvulipunctella,36.0021,879a,Batrachedra parvulipunctella,Reed Cosmet,Micro-moth,3,parvulipunctella
reed cosmet,36.0021,879a,Batrachedra parvulipunctella,Reed Cosmet,Micro-moth,3,parvulipunctella
37.001,37.001,486,Augasma aeratella,Knotgrass Case-bearer,Micro-moth,4,aeratella
486,37.001,486,Augasma aeratella,Knotgrass Case-bearer,Micro-moth,4,aeratella
auaer,37.001,486,Augasma aeratella,Knotgrass Case-bearer,Micro-moth,4,aeratella
augasma aeratella,37.001,486,Augasma aeratella,Knotgrass Case-bearer,Micro-moth,4,aeratella
knotgrass case-bearer,37.001,486,Augasma aeratella,Knotgrass Case-bearer,Micro-moth,4,aeratella
37.002,37.002,487,Coleophora lutarea,Stitchwort Case-bearer,Micro-moth,2,lutarea
487,37.002,487,Coleophora lutarea,Stitchwort Case-bearer,Micro-moth,2,lutarea
coleophora lutarea,37.002,487,Coleophora lutarea,Stitchwort Case-bearer,Micro-moth,2,lutarea
colut1,37.002,487,Coleophora lutarea,Stitchwort Case-bearer,Micro-moth,2,lutarea
stitchwort case-bearer,37.002,487,Coleophora lutarea,Stitchwort Case-bearer,Micro-moth,2,lutarea
37.003,37.003,488,Coleophora limoniella,Silver-streaked Case-bearer,Micro-moth,3,limoniella
488,37.003,488,Coleophora limoniella,Silver-streaked Case-bearer,Micro-moth,3,limoniella
coleophora limoniella,37.003,488,Coleophora limoniella,Silver-streaked Case-bearer,Micro-moth,3,limoniella
colim1,37.003,488,Coleophora limoniella,Silver-streaked Case-bearer,Micro-moth,3,limoniella
silver-streaked case-bearer,37.003,488,Coleophora limoniella,Silver-streaked Case-bearer,Micro-moth,3,limoniella
37.004,37.004,489,Coleophora albella,Viviparous Case-bearer,Micro-moth,3,albella
489,37.004,489,Coleophora albella,Viviparous Case-bearer,Micro-moth,3,albella
coalb1,37.004,489,Coleophora albella,Viviparous Case-bearer,Micro-moth,3,albella
coleophora albella,37.004,489,Coleophora albella,Viviparous Case-bearer,Micro-moth,3,albella
viviparous case-bearer,37.004,489,Coleophora albella,Viviparous Case-bearer,Micro-moth,3,albella
37.005,37.005,490,Coleophora lutipennella,Common Oak Case-bearer,Micro-moth,4,lutipennella
490,37.005,490,Coleophora lutipennella,Common Oak Case-bearer,Micro-moth,4,lutipennella
coleophora lutipennella,37.005,490,Coleophora lutipennella,Common Oak Case-bearer,Micro-moth,4,lutipennella
colut2,37.005,490,Coleophora lutipennella,Common Oak Case-bearer,Micro-moth,4,lutipennella
common oak case-bearer,37.005,490,Coleophora lutipennella,Common Oak Case-bearer,Micro-moth,4,lutipennella
37.006,37.006,491,Coleophora gryphipennella,Rose Case-bearer,Micro-moth,4,gryphipennella
491,37.006,491,Coleophora gryphipennella,Rose Case-bearer,Micro-moth,4,gryphipennella
cogry,37.006,491,Coleophora gryphipennella,Rose Case-bearer,Micro-moth,4,gryphipennella
coleophora gryphipennella,37.006,491,Coleophora gryphipennella,Rose Case-bearer,Micro-moth,4,gryphipennella
rose case-bearer,37.006,491,Coleophora gryphipennella,Rose Case-bearer,Micro-moth,4,gryphipennella
37.007,37.007,492,Coleophora flavipennella,Tipped Oak Case-bearer,Micro-moth,4,flavipennella
492,37.007,492,Coleophora flavipennella,Tipped Oak Case-bearer,Micro-moth,4,flavipennella
cofla1,37.007,492,Coleophora flavipennella,Tipped Oak Case-bearer,Micro-moth,4,flavipennella
coleophora flavipennella,37.007,492,Coleophora flavipennella,Tipped Oak Case-bearer,Micro-moth,4,flavipennella
tipped oak case-bearer,37.007,492,Coleophora flavipennella,Tipped Oak Case-bearer,Micro-moth,4,flavipennella
37.008,37.008,496a,Coleophora adjectella,Southern Case-bearer,Micro-moth,4,adjectella
496a,37.008,496a,Coleophora adjectella,Southern Case-bearer,Micro-moth,4,adjectella
coadj1,37.008,496a,Coleophora adjectella,Southern Case-bearer,Micro-moth,4,adjectella
coleophora adjectella,37.008,496a,Coleophora adjectella,Southern Case-bearer,Micro-moth,4,adjectella
southern case-bearer,37.008,496a,Coleophora adjectella,Southern Case-bearer,Micro-moth,4,adjectella
37.009,37.009,496,Coleophora milvipennis,Buff Birch Case-bearer,Micro-moth,4,milvipennis
496,37.009,496,Coleophora milvipennis,Buff Birch Case-bearer,Micro-moth,4,milvipennis
buff birch case-bearer,37.009,496,Coleophora milvipennis,Buff Birch Case-bearer,Micro-moth,4,milvipennis
coleophora milvipennis,37.009,496,Coleophora milvipennis,Buff Birch Case-bearer,Micro-moth,4,milvipennis
comil,37.009,496,Coleophora milvipennis,Buff Birch Case-bearer,Micro-moth,4,milvipennis
37.01,37.01,498,Coleophora alnifoliae,Brown Alder Case-bearer,Micro-moth,4,alnifoliae
498,37.01,498,Coleophora alnifoliae,Brown Alder Case-bearer,Micro-moth,4,alnifoliae
brown alder case-bearer,37.01,498,Coleophora alnifoliae,Brown Alder Case-bearer,Micro-moth,4,alnifoliae
coaln,37.01,498,Coleophora alnifoliae,Brown Alder Case-bearer,Micro-moth,4,alnifoliae
coleophora alnifoliae,37.01,498,Coleophora alnifoliae,Brown Alder Case-bearer,Micro-moth,4,alnifoliae
37.011,37.011,497,Coleophora badiipennella,Pale Elm Case-bearer,Micro-moth,4,badiipennella
497,37.011,497,Coleophora badiipennella,Pale Elm Case-bearer,Micro-moth,4,badiipennella
cobad,37.011,497,Coleophora badiipennella,Pale Elm Case-bearer,Micro-moth,4,badiipennella
coleophora badiipennella,37.011,497,Coleophora badiipennella,Pale Elm Case-bearer,Micro-moth,4,badiipennella
pale elm case-bearer,37.011,497,Coleophora badiipennella,Pale Elm Case-bearer,Micro-moth,4,badiipennella
37.012,37.012,499,Coleophora limosipennella,Dark Elm Case-bearer,Micro-moth,4,limosipennella
499,37.012,499,Coleophora limosipennella,Dark Elm Case-bearer,Micro-moth,4,limosipennella
coleophora limosipennella,37.012,499,Coleophora limosipennella,Dark Elm Case-bearer,Micro-moth,4,limosipennella
colim2,37.012,499,Coleophora limosipennella,Dark Elm Case-bearer,Micro-moth,4,limosipennella
dark elm case-bearer,37.012,499,Coleophora limosipennella,Dark Elm Case-bearer,Micro-moth,4,limosipennella
37.013,37.013,501,Coleophora siccifolia,Grey Birch Case-bearer,Micro-moth,4,siccifolia
501,37.013,501,Coleophora siccifolia,Grey Birch Case-bearer,Micro-moth,4,siccifolia
coleophora siccifolia,37.013,501,Coleophora siccifolia,Grey Birch Case-bearer,Micro-moth,4,siccifolia
cosic,37.013,501,Coleophora siccifolia,Grey Birch Case-bearer,Micro-moth,4,siccifolia
grey birch case-bearer,37.013,501,Coleophora siccifolia,Grey Birch Case-bearer,Micro-moth,4,siccifolia
37.014,37.014,494,Coleophora coracipennella,Blackthorn Case-bearer,Micro-moth,4,coracipennella
494,37.014,494,Coleophora coracipennella,Blackthorn Case-bearer,Micro-moth,4,coracipennella
blackthorn case-bearer,37.014,494,Coleophora coracipennella,Blackthorn Case-bearer,Micro-moth,4,coracipennella
cocor1,37.014,494,Coleophora coracipennella,Blackthorn Case-bearer,Micro-moth,4,coracipennella
coleophora coracipennella,37.014,494,Coleophora coracipennella,Blackthorn Case-bearer,Micro-moth,4,coracipennella
37.015,37.015,493,Coleophora serratella,Common Case-bearer,Micro-moth,4,serratella
493,37.015,493,Coleophora serratella,Common Case-bearer,Micro-moth,4,serratella
coleophora serratella,37.015,493,Coleophora serratella,Common Case-bearer,Micro-moth,4,serratella
common case-bearer,37.015,493,Coleophora serratella,Common Case-bearer,Micro-moth,4,serratella
coser1,37.015,493,Coleophora serratella,Common Case-bearer,Micro-moth,4,serratella
37.016,37.016,495,Coleophora spinella,Apple & Plum Case-bearer,Micro-moth,4,spinella
495,37.016,495,Coleophora spinella,Apple & Plum Case-bearer,Micro-moth,4,spinella
apple & plum case-bearer,37.016,495,Coleophora spinella,Apple & Plum Case-bearer,Micro-moth,4,spinella
coleophora spinella,37.016,495,Coleophora spinella,Apple & Plum Case-bearer,Micro-moth,4,spinella
cospi,37.016,495,Coleophora spinella,Apple & Plum Case-bearer,Micro-moth,4,spinella
37.017,37.017,494a,Coleophora prunifoliae,New Sloe Case-bearer,Micro-moth,4,prunifoliae
494a,37.017,494a,Coleophora prunifoliae,New Sloe Case-bearer,Micro-moth,4,prunifoliae
coleophora prunifoliae,37.017,494a,Coleophora prunifoliae,New Sloe Case-bearer,Micro-moth,4,prunifoliae
copru,37.017,494a,Coleophora prunifoliae,New Sloe Case-bearer,Micro-moth,4,prunifoliae
new sloe case-bearer,37.017,494a,Coleophora prunifoliae,New Sloe Case-bearer,Micro-moth,4,prunifoliae
37.018,37.018,500,Coleophora hydrolapathella,Water-dock Case-bearer,Micro-moth,4,hydrolapathella
500,37.018,500,Coleophora hydrolapathella,Water-dock Case-bearer,Micro-moth,4,hydrolapathella
cohyd,37.018,500,Coleophora hydrolapathella,Water-dock Case-bearer,Micro-moth,4,hydrolapathella
coleophora hydrolapathella,37.018,500,Coleophora hydrolapathella,Water-dock Case-bearer,Micro-moth,4,hydrolapathella
water-dock case-bearer,37.018,500,Coleophora hydrolapathella,Water-dock Case-bearer,Micro-moth,4,hydrolapathella
37.019,37.019,502,Coleophora trigeminella,Scarce Thorn Case-bearer,Micro-moth,4,trigeminella
502,37.019,502,Coleophora trigeminella,Scarce Thorn Case-bearer,Micro-moth,4,trigeminella
coleophora trigeminella,37.019,502,Coleophora trigeminella,Scarce Thorn Case-bearer,Micro-moth,4,trigeminella
cotri1,37.019,502,Coleophora trigeminella,Scarce Thorn Case-bearer,Micro-moth,4,trigeminella
scarce thorn case-bearer,37.019,502,Coleophora trigeminella,Scarce Thorn Case-bearer,Micro-moth,4,trigeminella
37.02,37.02,503,Coleophora fuscocuprella,Hazel Case-bearer,Micro-moth,4,fuscocuprella
503,37.02,503,Coleophora fuscocuprella,Hazel Case-bearer,Micro-moth,4,fuscocuprella
cofus,37.02,503,Coleophora fuscocuprella,Hazel Case-bearer,Micro-moth,4,fuscocuprella
coleophora fuscocuprella,37.02,503,Coleophora fuscocuprella,Hazel Case-bearer,Micro-moth,4,fuscocuprella
hazel case-bearer,37.02,503,Coleophora fuscocuprella,Hazel Case-bearer,Micro-moth,4,fuscocuprella
37.021,37.021,508,Coleophora arctostaphyli,Bearberry Case-bearer,Micro-moth,4,arctostaphyli
508,37.021,508,Coleophora arctostaphyli,Bearberry Case-bearer,Micro-moth,4,arctostaphyli
bearberry case-bearer,37.021,508,Coleophora arctostaphyli,Bearberry Case-bearer,Micro-moth,4,arctostaphyli
coarc,37.021,508,Coleophora arctostaphyli,Bearberry Case-bearer,Micro-moth,4,arctostaphyli
coleophora arctostaphyli,37.021,508,Coleophora arctostaphyli,Bearberry Case-bearer,Micro-moth,4,arctostaphyli
37.022,37.022,504,Coleophora lusciniaepennella,Osier Case-bearer,Micro-moth,4,lusciniaepennella
504,37.022,504,Coleophora lusciniaepennella,Osier Case-bearer,Micro-moth,4,lusciniaepennella
coleophora lusciniaepennella,37.022,504,Coleophora lusciniaepennella,Osier Case-bearer,Micro-moth,4,lusciniaepennella
colus,37.022,504,Coleophora lusciniaepennella,Osier Case-bearer,Micro-moth,4,lusciniaepennella
osier case-bearer,37.022,504,Coleophora lusciniaepennella,Osier Case-bearer,Micro-moth,4,lusciniaepennella
37.023,37.023,505,Coleophora idaeella,Scotch Case-bearer,Micro-moth,4,idaeella
505,37.023,505,Coleophora idaeella,Scotch Case-bearer,Micro-moth,4,idaeella
coida,37.023,505,Coleophora idaeella,Scotch Case-bearer,Micro-moth,4,idaeella
coleophora idaeella,37.023,505,Coleophora idaeella,Scotch Case-bearer,Micro-moth,4,idaeella
scotch case-bearer,37.023,505,Coleophora idaeella,Scotch Case-bearer,Micro-moth,4,idaeella
37.024,37.024,506,Coleophora vitisella,Northern Case-bearer,Micro-moth,4,vitisella
506,37.024,506,Coleophora vitisella,Northern Case-bearer,Micro-moth,4,vitisella
coleophora vitisella,37.024,506,Coleophora vitisella,Northern Case-bearer,Micro-moth,4,vitisella
covit,37.024,506,Coleophora vitisella,Northern Case-bearer,Micro-moth,4,vitisella
northern case-bearer,37.024,506,Coleophora vitisella,Northern Case-bearer,Micro-moth,4,vitisella
37.025,37.025,507,Coleophora glitzella,Rannoch Case-bearer,Micro-moth,4,glitzella
507,37.025,507,Coleophora glitzella,Rannoch Case-bearer,Micro-moth,4,glitzella
cogli,37.025,507,Coleophora glitzella,Rannoch Case-bearer,Micro-moth,4,glitzella
coleophora glitzella,37.025,507,Coleophora glitzella,Rannoch Case-bearer,Micro-moth,4,glitzella
rannoch case-bearer,37.025,507,Coleophora glitzella,Rannoch Case-bearer,Micro-moth,4,glitzella
37.026,37.026,509,Coleophora violacea,Violet Case-bearer,Micro-moth,4,violacea
509,37.026,509,Coleophora violacea,Violet Case-bearer,Micro-moth,4,violacea
coleophora violacea,37.026,509,Coleophora violacea,Violet Case-bearer,Micro-moth,4,violacea
covio,37.026,509,Coleophora violacea,Violet Case-bearer,Micro-moth,4,violacea
violet case-bearer,37.026,509,Coleophora violacea,Violet Case-bearer,Micro-moth,4,violacea
37.027,37.027,513,Coleophora potentillae,Shaded Case-bearer,Micro-moth,4,potentillae
513,37.027,513,Coleophora potentillae,Shaded Case-bearer,Micro-moth,4,potentillae
coleophora potentillae,37.027,513,Coleophora potentillae,Shaded Case-bearer,Micro-moth,4,potentillae
copot,37.027,513,Coleophora potentillae,Shaded Case-bearer,Micro-moth,4,potentillae
shaded case-bearer,37.027,513,Coleophora potentillae,Shaded Case-bearer,Micro-moth,4,potentillae
37.028,37.028,510,Coleophora juncicolella,Least Case-bearer,Micro-moth,4,juncicolella
510,37.028,510,Coleophora juncicolella,Least Case-bearer,Micro-moth,4,juncicolella
cojun,37.028,510,Coleophora juncicolella,Least Case-bearer,Micro-moth,4,juncicolella
coleophora juncicolella,37.028,510,Coleophora juncicolella,Least Case-bearer,Micro-moth,4,juncicolella
least case-bearer,37.028,510,Coleophora juncicolella,Least Case-bearer,Micro-moth,4,juncicolella
37.029,37.029,511,Coleophora orbitella,Pale Birch Case-bearer,Micro-moth,4,orbitella
511,37.029,511,Coleophora orbitella,Pale Birch Case-bearer,Micro-moth,4,orbitella
coleophora orbitella,37.029,511,Coleophora orbitella,Pale Birch Case-bearer,Micro-moth,4,orbitella
coorb,37.029,511,Coleophora orbitella,Pale Birch Case-bearer,Micro-moth,4,orbitella
pale birch case-bearer,37.029,511,Coleophora orbitella,Pale Birch Case-bearer,Micro-moth,4,orbitella
37.03,37.03,512,Coleophora binderella,Grey Alder Case-bearer,Micro-moth,4,binderella
512,37.03,512,Coleophora binderella,Grey Alder Case-bearer,Micro-moth,4,binderella
cobin,37.03,512,Coleophora binderella,Grey Alder Case-bearer,Micro-moth,4,binderella
coleophora binderella,37.03,512,Coleophora binderella,Grey Alder Case-bearer,Micro-moth,4,binderella
grey alder case-bearer,37.03,512,Coleophora binderella,Grey Alder Case-bearer,Micro-moth,4,binderella
37.031,37.031,514,Coleophora ahenella,Buckthorn Case-bearer,Micro-moth,4,ahenella
514,37.031,514,Coleophora ahenella,Buckthorn Case-bearer,Micro-moth,4,ahenella
buckthorn case-bearer,37.031,514,Coleophora ahenella,Buckthorn Case-bearer,Micro-moth,4,ahenella
coahe,37.031,514,Coleophora ahenella,Buckthorn Case-bearer,Micro-moth,4,ahenella
coleophora ahenella,37.031,514,Coleophora ahenella,Buckthorn Case-bearer,Micro-moth,4,ahenella
37.032,37.032,515,Coleophora albitarsella,White-legged Case-bearer,Micro-moth,2,albitarsella
515,37.032,515,Coleophora albitarsella,White-legged Case-bearer,Micro-moth,2,albitarsella
coalb2,37.032,515,Coleophora albitarsella,White-legged Case-bearer,Micro-moth,2,albitarsella
coleophora albitarsella,37.032,515,Coleophora albitarsella,White-legged Case-bearer,Micro-moth,2,albitarsella
white-legged case-bearer,37.032,515,Coleophora albitarsella,White-legged Case-bearer,Micro-moth,2,albitarsella
37.033,37.033,516,Coleophora trifolii,Large Clover Case-bearer,Micro-moth,2,trifolii
516,37.033,516,Coleophora trifolii,Large Clover Case-bearer,Micro-moth,2,trifolii
coleophora trifolii,37.033,516,Coleophora trifolii,Large Clover Case-bearer,Micro-moth,2,trifolii
cotri2,37.033,516,Coleophora trifolii,Large Clover Case-bearer,Micro-moth,2,trifolii
large clover case-bearer,37.033,516,Coleophora trifolii,Large Clover Case-bearer,Micro-moth,2,trifolii
